# Array shape: (1, 6, 11)
# New slice
0.00028 0.00068 0.00065 0.00069 0.00057 0.00052 0.00040 0.00023 0.00006 0.00004 0.00000
0.00074 0.00145 0.00156 0.00128 0.00119 0.00097 0.00066 0.00038 0.00020 0.00004 0.00001
0.00264 0.00494 0.00401 0.00353 0.00330 0.00181 0.00102 0.00056 0.00027 0.00004 0.00000
0.00638 0.01063 0.00811 0.00576 0.00247 0.00276 0.00223 0.00275 0.00196 0.00103 0.00018
0.00013 0.00035 0.00008 0.00001 0.00000 0.00006 0.00000 0.00014 0.00002 0.00000 0.00000
0.00001 0.00004 0.00000 0.00000 0.00000 0.00000 0.00000 0.00004 0.00000 0.00000 0.00000
