# Array shape: (31, 6, 11)
# New slice
0.00045 0.00114 0.00120 0.00104 0.00042 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00118 0.00212 0.00229 0.00226 0.00065 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00383 0.00670 0.00538 0.00378 0.00079 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00772 0.01540 0.01127 0.00553 0.02930 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00018 0.00035 0.00012 0.00019 0.00012 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00002 0.00003 0.00002 0.00004 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00047 0.00098 0.00120 0.00110 0.00039 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00114 0.00246 0.00260 0.00175 0.00071 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00389 0.00643 0.00522 0.00379 0.00119 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.01005 0.01574 0.00529 0.00521 0.02906 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00031 0.00014 0.00002 0.00004 0.00011 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00007 0.00000 0.00000 0.00000 0.00002 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00043 0.00116 0.00125 0.00096 0.00041 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00115 0.00236 0.00204 0.00238 0.00091 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00380 0.00691 0.00539 0.00340 0.00144 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.01209 0.01024 0.00822 0.00533 0.02684 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00031 0.00004 0.00007 0.00003 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00006 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00035 0.00096 0.00108 0.00098 0.00043 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00116 0.00238 0.00229 0.00210 0.00083 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00338 0.00627 0.00522 0.00408 0.00094 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.01082 0.01308 0.00876 0.00648 0.02555 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00022 0.00023 0.00000 0.00001 0.00002 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00006 0.00002 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00044 0.00108 0.00122 0.00119 0.00050 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00123 0.00241 0.00215 0.00208 0.00087 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00359 0.00554 0.00538 0.00447 0.00138 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00848 0.01753 0.00912 0.00565 0.02526 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00005 0.00035 0.00001 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00002 0.00008 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00055 0.00102 0.00106 0.00105 0.00045 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00104 0.00218 0.00227 0.00204 0.00077 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00376 0.00616 0.00503 0.00345 0.00133 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00673 0.01636 0.01327 0.00632 0.02288 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00011 0.00015 0.00013 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00002 0.00004 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00050 0.00120 0.00113 0.00092 0.00050 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00101 0.00205 0.00211 0.00206 0.00091 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00306 0.00620 0.00537 0.00395 0.00089 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00758 0.01806 0.01090 0.00760 0.02152 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00000 0.00010 0.00012 0.00006 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00002 0.00003 0.00001 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00052 0.00104 0.00123 0.00104 0.00048 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00116 0.00218 0.00202 0.00195 0.00064 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00365 0.00625 0.00560 0.00355 0.00116 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00864 0.01830 0.00877 0.00222 0.02475 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00000 0.00005 0.00000 0.00007 0.00011 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00001 0.00000 0.00002 0.00002 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00057 0.00095 0.00116 0.00094 0.00047 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00129 0.00223 0.00254 0.00196 0.00067 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00361 0.00641 0.00579 0.00325 0.00098 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.01062 0.01724 0.00521 0.00384 0.02338 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00000 0.00001 0.00025 0.00012 0.00004 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00005 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00044 0.00122 0.00114 0.00095 0.00041 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00101 0.00234 0.00257 0.00209 0.00099 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00417 0.00717 0.00601 0.00334 0.00108 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00980 0.01434 0.00645 0.00589 0.02130 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
0.00000 0.00000 0.00004 0.00028 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00006 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
# New slice
0.00048 0.00106 0.00116 0.00102 0.00058 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00103 0.00227 0.00224 0.00184 0.00057 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00415 0.00673 0.00465 0.00332 0.00129 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00820 0.01206 0.01006 0.00382 0.02143 0.09879 0.05512 0.03139 0.01767 0.00684 0.09275
