6.319258706707546989e-03 1.262859039120976280e-02 3.046319485610072403e-02 5.528769928497077046e-01 1.418146029332932470e-03 1.715956695492848298e-04
6.138105968012168290e-03 1.286679573589998883e-02 3.047525708806779823e-02 5.463919861885534468e-01 9.078278554443470257e-04 1.232153251539129415e-04
6.244790701162778943e-03 1.311646612487600214e-02 3.109942561510409959e-02 5.420430215560608778e-01 6.764128609009309890e-04 9.056573869803260450e-05
5.633097666288109859e-03 1.298738033379957628e-02 2.950481634800465602e-02 5.446496886451289710e-01 6.958282831568540902e-04 1.244570912963478869e-04
6.560088202866592826e-03 1.296751759816809450e-02 3.017414412122240014e-02 5.463588047380770751e-01 6.021541853956407153e-04 1.385237327905464654e-04
6.120110164809154825e-03 1.229109171404064310e-02 2.923550200871313787e-02 5.454867896906313574e-01 5.850209208568436922e-04 9.326420477427942212e-05
6.294370937150911213e-03 1.205067695910000576e-02 2.883095864526269772e-02 5.452899548505634186e-01 4.166119422166297500e-04 8.897136393100906631e-05
6.377516818777758008e-03 1.177702541551236756e-02 2.991604370977006197e-02 5.404984313764230608e-01 3.358816116107781412e-04 6.632956195675030668e-05
6.059554833542040060e-03 1.285945555668370141e-02 2.964909015015624802e-02 5.365519342065184771e-01 6.190701819699687093e-04 7.756004557710314987e-05
6.141478012409758679e-03 1.329174204383428912e-02 3.214730530148049437e-02 5.323572342356051035e-01 4.804413861508896014e-04 9.017081734210244555e-05
6.326583475988827553e-03 1.171558248490854950e-02 2.972255383367870818e-02 5.286779777457428775e-01 3.575772592125416580e-04 1.083994053518334963e-04
6.065422729862220141e-03 1.174542666844840752e-02 2.633788849581173569e-02 5.250979371654839190e-01 4.318378427800791965e-04 1.195642235710316922e-04
6.195245110718744334e-03 1.173399385958006670e-02 2.848097706901786888e-02 5.193898379423970146e-01 5.004554707092971882e-04 1.771274980600321682e-04
7.131887941123988585e-03 1.406988294767841374e-02 2.784611645097248567e-02 5.161823324196012086e-01 6.111842502736278531e-04 2.037280834245426358e-04
6.146257328175870616e-03 1.276443935065409326e-02 2.735477781616847681e-02 5.168951849635803342e-01 6.994598147695575262e-04 2.120852048799260533e-04
5.915008597396216941e-03 1.323648103309120298e-02 2.732217426395761040e-02 5.160262483770221564e-01 6.372600624627154002e-04 2.330069831912131076e-04
6.423171683044959224e-03 1.244787662122649220e-02 2.882289556242739054e-02 5.197227008188211039e-01 6.229550518287378224e-04 2.118608396985122145e-04
5.937082636558512275e-03 1.221507053792886786e-02 2.889838497884423402e-02 5.278069269705165656e-01 6.818105296236854360e-04 3.465168741091570188e-04
5.951746238417806277e-03 1.255310551511648089e-02 2.808909940903453126e-02 5.356347126269060954e-01 1.989527620480068416e-03 4.770376523012857741e-04
5.832004581386992376e-03 1.136925080848005809e-02 2.923441430111390488e-02 5.419890293747754439e-01 3.523064139417894560e-03 5.923239310097018007e-04
6.023977932212340979e-03 1.140047304168047802e-02 3.048927790917824523e-02 5.450990747035062700e-01 5.028174632156721773e-03 7.247313156963319748e-04
6.318056147068042486e-03 1.277104741985767185e-02 2.807634516967389207e-02 5.502527925245940255e-01 6.152198388368591842e-03 8.658337233801811569e-04
5.805543802335993465e-03 1.163920161824262035e-02 3.066957740420501316e-02 5.509910892633987922e-01 6.882310522091288595e-03 8.307691010122450915e-04
6.217593288483123232e-03 1.217951509515334020e-02 2.972532173165451722e-02 5.522265193137327888e-01 6.490122230635343367e-03 9.131124350460980994e-04
5.983459146956957887e-03 1.201745900937389866e-02 3.138578430064986602e-02 5.515129222782070295e-01 6.017152957263613433e-03 9.757165901302406342e-04
5.924521262495283623e-03 1.183782184078129539e-02 3.267042466081975655e-02 5.483141623268332765e-01 5.255487966517478557e-03 9.074728354248220823e-04
5.808879868106069967e-03 1.258567292378419064e-02 3.098863017171704301e-02 5.412651787977985629e-01 3.831031212748999340e-03 8.824678844723472023e-04
5.842385605838191533e-03 1.270953040025723894e-02 3.060437025542087769e-02 5.330187756015042355e-01 2.540228438815026260e-03 6.808427351144291520e-04
6.186864810095489206e-03 1.256074515922837864e-02 3.140046725971992053e-02 5.208117590904903782e-01 1.471002821980745738e-03 4.368348038709425076e-04
6.618207455027538301e-03 1.266515910867375277e-02 3.248494880294043596e-02 5.105368829218202009e-01 2.480086162094530125e-04 1.699834335817599479e-04
6.263387991832541912e-03 1.296242941509699251e-02 3.278257274925152481e-02 5.065702940034323420e-01 2.797646636351868972e-04 2.783727996370018677e-05
